iso3,country,block,variant,weo_vintage,base_year,year,side,component,line_code,contribution_pp,measure,component_meaning,notes
DEU,Germany,forecast,strict,2025-04,2024,2025,balance,explained_share,,-7.323983841818156,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2025,balance,weo_change,,-0.1938406406626767,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2025,balance,weo_internal_wedge,,-3.1086244689504383e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,covered_line,GF07,-0.0867895016392839,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,covered_line,GF09,-0.04633988429875446,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,denom_effect,,0.1396482677456623,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,historical_uncovered_growth,,6.029728150431657,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,implied_uncovered_growth,,6.281701690576513,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,resid_coverage,,-1.1242233017652175,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2025,expenditure,resid_disagreement,,0.7561992908276416,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R01,0.11096963376270447,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R02,0.02455298842806708,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R03,0.2389718879747149,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R04,-0.07845534134843547,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R05,0.08536294504561288,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R06,1.1039954226556736,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R07,-0.09934369960852762,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R08,0.006700959982185997,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R09,0.2286135010106681,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,covered_line,R10,-0.06855319186350184,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,denom_effect,,-0.4514520384340617,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,resid_coverage,,0.014142319780972912,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2025,revenue,resid_disagreement,,-0.9478408989187947,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2026,balance,covered_total,,1.619823749513671,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-04,2024,2026,balance,explained_share,,-2.272574547101164,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2026,balance,weo_change,,-0.7127703474369522,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2026,balance,weo_internal_wedge,,-4.884981308350689e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,covered_line,GF07,-0.10780961357425567,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,covered_line,GF09,-0.05864712400564659,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,denom_effect,,0.1694899072905827,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,historical_uncovered_growth,,6.029728150431657,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,implied_uncovered_growth,,6.58731401500372,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,resid_coverage,,-2.574916465024101,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2026,expenditure,resid_disagreement,,1.5451991237259208,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,covered_line,R01,0.14914586722521855,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,covered_line,R03,0.1810106836308084,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,covered_line,R04,-0.2766311539569136,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,covered_line,R06,1.4296811678592674,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,covered_line,R09,0.3030739223351925,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,denom_effect,,0.15204902387409946,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,historical_uncovered_growth,,1.7017824273614313,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,implied_uncovered_growth,,4.77333390844783,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,resid_coverage,,-0.3866607612476083,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2026,revenue,resid_disagreement,,-1.237754925569512,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2027,balance,covered_total,,1.9616402844729306,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-04,2024,2027,balance,explained_share,,-1.7469995996289198,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2027,balance,weo_change,,-1.122862469395873,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2027,balance,weo_internal_wedge,,-9.769962616701378e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,covered_line,GF07,-0.06686615592061407,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,covered_line,GF09,-0.031367126234753406,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,denom_effect,,0.09447706204435136,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,historical_uncovered_growth,,6.029728150431657,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,implied_uncovered_growth,,6.1223450932685,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,resid_coverage,,-2.9632186423853413,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2027,expenditure,resid_disagreement,,1.394719294939056,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,covered_line,R01,0.1456395228073934,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,covered_line,R03,0.25075863747409805,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,covered_line,R04,-0.33382437439091683,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,covered_line,R06,1.614976534817314,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,covered_line,R09,0.38232324592040945,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,denom_effect,,0.05233660299823306,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,historical_uncovered_growth,,1.7017824273614313,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,implied_uncovered_growth,,3.776658037455749,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,resid_coverage,,-0.5393348402350213,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-04,2024,2027,revenue,resid_disagreement,,-1.1234822312300718,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-04,2024,2028,balance,covered_total,,-0.05717446664737083,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-04,2024,2028,balance,explained_share,,0.04280979380411607,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2028,balance,weo_change,,-1.3355464151260086,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2028,balance,weo_internal_wedge,,-4.218847493575595e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2028,expenditure,covered_line,GF07,-0.03333353364552427,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2028,expenditure,covered_line,GF09,-0.02342189450582552,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2028,expenditure,denom_effect,,0.03362459698965231,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2028,expenditure,resid_total,,-1.9254719163424936,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-04,2024,2028,revenue,covered_line,R01,0.13766161691630696,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2028,revenue,covered_line,R03,0.3158027509336872,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2028,revenue,covered_line,R04,-0.4538834063460152,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2028,revenue,denom_effect,,0.15362535261486598,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2028,revenue,resid_total,,0.45985001825934185,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-04,2024,2029,balance,covered_total,,0.08623369757892643,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-04,2024,2029,balance,explained_share,,-0.05766649803169209,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2029,balance,weo_change,,-1.495386411908254,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2029,balance,weo_internal_wedge,,-9.103828801926284e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2029,expenditure,covered_line,GF07,-0.014196427436020953,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2029,expenditure,covered_line,GF09,-0.032359713036585885,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2029,expenditure,denom_effect,,-0.007853135987344328,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2029,expenditure,resid_total,,-2.183415119971458,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-04,2024,2029,revenue,covered_line,R01,0.11097630397614855,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2029,revenue,covered_line,R03,0.49635848533527566,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2029,revenue,covered_line,R04,-0.474544951259891,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2029,revenue,denom_effect,,0.18520684001567866,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2029,revenue,resid_total,,0.4244413064559524,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-04,2024,2030,balance,covered_total,,0.2830151086813132,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-04,2024,2030,balance,explained_share,,-0.17154682627230763,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-04,2024,2030,balance,weo_change,,-1.6497834138421457,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-04,2024,2030,balance,weo_internal_wedge,,2.886579864025407e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-04,2024,2030,expenditure,covered_line,GF07,-0.004390564353316806,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2030,expenditure,covered_line,GF09,-0.05858605050893251,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2030,expenditure,denom_effect,,-0.03172190352368348,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2030,expenditure,resid_total,,-2.4462572648166594,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-04,2024,2030,revenue,covered_line,R01,0.11615299538407925,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2030,revenue,covered_line,R03,0.7095922387550746,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2030,revenue,covered_line,R04,-0.4797535105955913,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-04,2024,2030,revenue,denom_effect,,0.17444886869148984,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-04,2024,2030,revenue,resid_total,,0.37073177712539107,"pp of GDP, change since the base year","coverage + disagreement, where the two cannot be split","no independent official total at this horizon (AMECO envelope ends 2027; GBR has no level at the base year, OQ-4) — coverage and disagreement residuals collapse (§8.3)"
DEU,Germany,forecast,strict,2025-10,2024,2025,balance,covered_total,,1.344170123902271,"pp of GDP, change since the base year",sum of the covered-line contributions on that side,sum of signed covered-line contributions — what the granular official forecasts explain of the WEO change
DEU,Germany,forecast,strict,2025-10,2024,2025,balance,explained_share,,9.547489569240549,share (0-1),covered contributions as a share of the WEO change (1.0 = fully explained by official granular forecasts),"covered_total / weo_change (a ratio, not pp): the Gate 5 headline number"
DEU,Germany,forecast,strict,2025-10,2024,2025,balance,weo_change,,0.14078780753349307,"pp of GDP, change since the base year",the WEO's own change in NLB/GDP over the same span — the quantity being explained,Δ((GGXCNL/NGDP)) from base year; the decomposition target — components above sum to this exactly (V26)
DEU,Germany,forecast,strict,2025-10,2024,2025,balance,weo_internal_wedge,,5.218048215738236e-15,"pp of GDP, change since the base year",WEO-internal inconsistency between GGR-GGX and GGXCNL at that horizon,GGXCNL change minus (GGR change - GGX change) inside the WEO tables; rounding only
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,covered_line,GF07,-0.07187048688211961,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,covered_line,GF09,-0.03755934351735157,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,denom_effect,,0.11594871220709513,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,historical_uncovered_growth,,6.029728150431657,growth factor,"the same remainder's realised historical growth, for comparison","annualised nominal growth of the same uncovered lines over the five anchor years to 2024, % per year"
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,implied_uncovered_growth,,6.281701690576513,growth factor,growth the uncovered remainder would need to close the residual,"annualised nominal growth of the uncovered lines implied by the official total, % per year (NOT pp of GDP; §8.3 plausibility diagnostic, not a forecast)"
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,resid_coverage,,-1.1242233017652175,"pp of GDP, change since the base year","part of the change attributable to lines with no published forecast (a coverage hole, never allocated)","official total (EC_AMECO, Q12 deviation for GBR per D-S3-001) minus covered lines, both on national GDP paths: the uncovered lines"
DEU,Germany,forecast,strict,2025-10,2024,2025,expenditure,resid_disagreement,,0.10014515655172307,"pp of GDP, change since the base year",part attributable to covered lines moving differently from the WEO aggregate,"WEO side change minus the official total's change, each on its own GDP path"
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R01,0.09719555047408152,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R02,0.01808254641534196,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R03,0.22001460579065685,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R04,-0.08330424388095468,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R05,0.08295044144141037,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R06,1.0630712887325005,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R07,-0.0995487286832254,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R08,0.00610703406527368,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R09,0.21889916547060476,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,covered_line,R10,-0.06986770552394744,"pp of GDP, change since the base year",one published forecast line's contribution to the change in NLB/GDP from the base year,
DEU,Germany,forecast,strict,2025-10,2024,2025,revenue,denom_effect,,-0.3522368866966419,"pp of GDP, change since the base year",effect of the GDP denominator path on the ratio,"covered contributions on the lines' own source GDP paths minus the WEO NGDP version (§8.3; reported, never absorbed)"
